id,text,department,urgency,language,channel
T0991,Paid order 88128 marked delivered but nothing arrived. This is urgent. waiting since morning.,Product / Order / Delivery,P1,en,whatsapp
T0992,"रिफंड मिल गया, धन्यवाद। कोई और समस्या नहीं है। यह बहुत जरूरी है।",Billing & Payments,P4,hi,whatsapp
T0993,How do I change the registered mobile number on my profile? Need update today.,Account / KYC / Login,P3,en,email
T0994,Just saying thanks to the support agent who helped yesterday. Ticket for order follow-up.,Feedback / General,P4,en,whatsapp
T0995,"App open karte hi crash ho rahi hai, kuch kaam nahi ho raha.",Technical / App crash,P1,hinglish,email
T0996,"UPI fail hua lekin paise nahi aaye wapas, TXN99327 check karo. customer id C99327.",Billing & Payments,P2,hinglish,web
T0997,हेल्प सेंटर में हिंदी लेख जोड़िए। यह बहुत जरूरी है।,Feedback / General,P3,hi,whatsapp
T0998,Love the new dashboard. Keep it up. Please help.,Feedback / General,P4,en,app
T0999,Payment was deducted twice for invoice 83404 and my account still shows overdue. Need update today.,Billing & Payments,P1,en,app
T1000,"Refund aa gaya bhai, shukriya. Bas confirm kar raha hoon. customer id C66585.",Billing & Payments,P4,hinglish,whatsapp
T1001,प्रोफाइल पर मोबाइल नंबर कैसे बदलें? कृपया जल्दी जवाब दें।,Account / KYC / Login,P3,hi,email
T1002,Checkout pe app hang ho jati hai Android pe.,Technical / App crash,P2,hinglish,email
T1003,मेरे खाते से ₹499 दो बार कट गया और सेवा अभी भी बंद है। तुरंत रिफंड चाहिए। यह बहुत जरूरी है।,Billing & Payments,P1,hi,whatsapp
T1004,ऑर्डर 67243 चार दिन से अटका हुआ है। यह बहुत जरूरी है।,Product / Order / Delivery,P2,hi,whatsapp
T1005,Could you add Hindi language to the help centre articles? Ticket for order follow-up.,Feedback / General,P3,en,whatsapp
T1006,Checkout pe app hang ho jati hai Android pe. customer id C68988.,Technical / App crash,P2,hinglish,whatsapp
T1007,Order 10973 is 4 days late. Tracking has not moved. Customer id C10973.,Product / Order / Delivery,P2,en,web
T1008,"Login nahi ho raha, OTP nahi aa raha hai. kripya jaldi reply do.",Account / KYC / Login,P2,hinglish,whatsapp
T1009,Delivery slot Saturday kar sakte ho kya order 58310 ka?,Product / Order / Delivery,P3,hinglish,app
T1010,बिल भरने पर पेमेंट फेल हो गया लेकिन पैसे कट गए। TXN78997 चेक करें।,Billing & Payments,P2,hi,app
T1011,"Refund aa gaya bhai, shukriya. Bas confirm kar raha hoon.",Billing & Payments,P4,hinglish,web
T1012,Can I change the delivery slot for order 16917 to Saturday? Please help.,Product / Order / Delivery,P3,en,whatsapp
T1013,"Settings page slow hai, 5 second lagata hai load hone me. customer id C53452.",Technical / App crash,P3,hinglish,web
T1014,Cannot login after KYC update. OTP never arrives. Raised via app chat.,Account / KYC / Login,P2,en,web
T1015,I cannot pay my bill. Card is declined every time I try checkout. Ticket for order follow-up.,Billing & Payments,P2,en,web
T1016,सेलर ऐप के बाहर पेमेंट मांग रहा है। फ्रॉड लग रहा है। ग्राहक आईडी C91830।,Abuse / Safety / Fraud,P2,hi,email
T1017,ऐप खुलते ही क्रैश हो जाती है। बिल्कुल काम नहीं कर रही। ग्राहक आईडी C20074।,Technical / App crash,P1,hi,web
T1018,I did not request this password reset. Possible account takeover. Need update today.,Account / KYC / Login,P1,en,email
T1019,ऑर्डर 68543 चार दिन से अटका हुआ है। कृपया जल्दी जवाब दें।,Product / Order / Delivery,P2,hi,email
T1020,The new search is nicer. Small suggestion: remember last filter. waiting since morning.,Technical / App crash,P4,en,email
T1021,Order 30204 is 4 days late. Tracking has not moved.,Product / Order / Delivery,P2,en,email
T1022,ऑर्डर 67695 चार दिन से अटका हुआ है। कृपया जल्दी जवाब दें।,Product / Order / Delivery,P2,hi,web
T1023,I cannot pay my bill. Card is declined every time I try checkout. Need update today. urgent,Billing & Payments,P2,en,whatsapp
T1024,Dark mode contrast is too low on the settings screen. Customer id C49500.,Technical / App crash,P3,en,whatsapp
T1025,Dark mode contrast is too low on the settings screen. urgent,Technical / App crash,P3,en,whatsapp
T1026,"Order 51377 delivered dikha raha hai lekin saman nahi aaya, payment kat gaya. kripya jaldi reply do.",Product / Order / Delivery,P1,hinglish,web
T1027,Love the new dashboard. Keep it up. waiting since morning.,Feedback / General,P4,en,app
T1028,Someone else logged into my account. Please freeze it now.,Account / KYC / Login,P1,en,email
T1029,Phishing SMS used your brand. They asked for OTP. Please investigate. waiting since morning.,Abuse / Safety / Fraud,P1,en,email
T1030,How do I change the registered mobile number on my profile? Please help.,Account / KYC / Login,P3,en,app
T1031,"Login nahi ho raha, OTP nahi aa raha hai.",Account / KYC / Login,P2,hinglish,web
T1032,Someone else logged into my account. Please freeze it now. Please help.,Account / KYC / Login,P1,en,app
T1033,Help centre me Hindi articles add karo please.,Feedback / General,P3,hinglish,app
T1034,How do I download GST invoice for order 89257?,Billing & Payments,P3,en,email
T1035,नया डैशबोर्ड अच्छा लगा। धन्यवाद। ग्राहक आईडी C24528।,Feedback / General,P4,hi,app
T1036,Order 69433 arrived in good condition. Thank you.,Product / Order / Delivery,P4,en,web
T1037,Someone else logged into my account. Please freeze it now. Raised via app chat.,Account / KYC / Login,P1,en,whatsapp
T1038,प्रोफाइल पर मोबाइल नंबर कैसे बदलें? ग्राहक आईडी C53601।,Account / KYC / Login,P3,hi,web
T1039,"रिफंड मिल गया, धन्यवाद। कोई और समस्या नहीं है।",Billing & Payments,P4,hi,email
T1040,Can I change the delivery slot for order 61463 to Saturday?,Product / Order / Delivery,P3,en,whatsapp
T1041,"UPI fail hua lekin paise nahi aaye wapas, TXN90473 check karo.",Billing & Payments,P2,hinglish,app
T1042,UPI payment failed yet ₹499 left my bank. Transaction id TXN19557. Raised via app chat.,Billing & Payments,P2,en,app
T1043,नया डैशबोर्ड अच्छा लगा। धन्यवाद। यह बहुत जरूरी है।,Feedback / General,P4,hi,whatsapp
T1044,I did not request this password reset. Possible account takeover.,Account / KYC / Login,P1,en,whatsapp
T1045,Dark mode contrast is too low on the settings screen. Need update today.,Technical / App crash,P3,en,app
T1046,प्रोफाइल पर मोबाइल नंबर कैसे बदलें?,Account / KYC / Login,P3,hi,web
T1047,"KYC approved, thanks for the quick help. ??",Account / KYC / Login,P4,en,web
T1048,"App open karte hi crash ho rahi hai, kuch kaam nahi ho raha.",Technical / App crash,P1,hinglish,web
T1049,ऑर्डर 36623 डिलीवर्ड दिखाया गया लेकिन सामान नहीं आया। पैसे कट चुके हैं। urgent,Product / Order / Delivery,P1,hi,email
T1050,PAN upload keeps failing and I am locked out of the dashboard. waiting since morning.,Account / KYC / Login,P2,en,whatsapp
T1051,A user threatened me in chat and shared my address. Unsafe. Please help.,Abuse / Safety / Fraud,P1,en,email
T1052,The new search is nicer. Small suggestion: remember last filter. Raised via app chat.,Technical / App crash,P4,en,whatsapp
T1053,"Charged ₹2,050 but the service is completely down. Need an immediate refund. Please help.",Billing & Payments,P1,en,app
T1054,"Kisi aur ne mera account hack kar liya hai, turant band karo.",Account / KYC / Login,P1,hinglish,email
T1055,A user threatened me in chat and shared my address. Unsafe. Need update today. !!!,Abuse / Safety / Fraud,P1,en,whatsapp
T1056,ऑर्डर 12498 डिलीवर्ड दिखाया गया लेकिन सामान नहीं आया। पैसे कट चुके हैं। !!!,Product / Order / Delivery,P1,hi,app
T1057,"रिफंड मिल गया, धन्यवाद। कोई और समस्या नहीं है। ग्राहक आईडी C92924।",Billing & Payments,P4,hi,app
T1058,Checkout page spins forever on Android 14. Order cannot be placed. Need update today.,Technical / App crash,P2,en,app
T1059,FYI I updated my billing address. No issue otherwise. Need update today.,Billing & Payments,P4,en,whatsapp
T1060,"KYC approved, thanks for the quick help. waiting since morning.",Account / KYC / Login,P4,en,email
T1061,How do I change the registered mobile number on my profile? Ticket for order follow-up.,Account / KYC / Login,P3,en,app
T1062,I did not request this password reset. Possible account takeover. Ticket for order follow-up.,Account / KYC / Login,P1,en,email
T1063,App crashes on launch since the last update. Completely unusable. Ticket for order follow-up.,Technical / App crash,P1,en,whatsapp
T1064,I want to report spam messages in the in-app inbox.,Abuse / Safety / Fraud,P3,en,app
T1065,"रिफंड मिल गया, धन्यवाद। कोई और समस्या नहीं है।",Billing & Payments,P4,hi,whatsapp
T1066,"Mera order nahi aaya, tracking 4 din se same hai. bahut zaruri hai bhai.",Product / Order / Delivery,P2,hinglish,whatsapp
T1067,"Login nahi ho raha, OTP nahi aa raha hai.",Account / KYC / Login,P2,hinglish,email
T1068,Delivery slot Saturday kar sakte ho kya order 75521 ka? customer id C75521.,Product / Order / Delivery,P3,hinglish,app
T1069,Checkout pe app hang ho jati hai Android pe. kripya jaldi reply do.,Technical / App crash,P2,hinglish,app
T1070,Can I change the delivery slot for order 57435 to Saturday?,Product / Order / Delivery,P3,en,email
T1071,I did not request this password reset. Possible account takeover. Need update today.,Account / KYC / Login,P1,en,whatsapp
T1072,The new search is nicer. Small suggestion: remember last filter. Please help. pls,Technical / App crash,P4,en,web
T1073,"UPI fail hua lekin paise nahi aaye wapas, TXN66973 check karo. customer id C66973.",Billing & Payments,P2,hinglish,whatsapp
T1074,UPI payment failed yet ₹499 left my bank. Transaction id TXN23686. Ticket for order follow-up.,Billing & Payments,P2,en,app
T1075,The new search is nicer. Small suggestion: remember last filter. Need update today.,Technical / App crash,P4,en,whatsapp
T1076,Paid order 85990 marked delivered but nothing arrived. This is urgent.,Product / Order / Delivery,P1,en,web
T1077,"Last bill me extra ₹2,050 kyun add kiya, samjhao. bahut zaruri hai bhai.",Billing & Payments,P3,hinglish,whatsapp
T1078,Could you add Hindi language to the help centre articles? Customer id C36208. ok,Feedback / General,P3,en,whatsapp
T1079,I cannot pay my bill. Card is declined every time I try checkout. Customer id C67129.,Billing & Payments,P2,en,whatsapp
T1080,"रिफंड मिल गया, धन्यवाद। कोई और समस्या नहीं है। कृपया जल्दी जवाब दें।",Billing & Payments,P4,hi,email
T1081,Order 57001 arrived in good condition. Thank you. Customer id C57001.,Product / Order / Delivery,P4,en,app
T1082,"Mera order nahi aaya, tracking 4 din se same hai. customer id C84536.",Product / Order / Delivery,P2,hinglish,whatsapp
T1083,Checkout page spins forever on Android 14. Order cannot be placed. waiting since morning.,Technical / App crash,P2,en,web
T1084,Order 30550 is 4 days late. Tracking has not moved. Customer id C30550.,Product / Order / Delivery,P2,en,whatsapp
T1085,Could you add Hindi language to the help centre articles?,Feedback / General,P3,en,whatsapp
T1086,A user threatened me in chat and shared my address. Unsafe. waiting since morning.,Abuse / Safety / Fraud,P1,en,email
T1087,नया डैशबोर्ड अच्छा लगा। धन्यवाद।,Feedback / General,P4,hi,whatsapp
T1088,UPI payment failed yet ₹89 left my bank. Transaction id TXN15250. Please help.,Billing & Payments,P2,en,whatsapp
T1089,Dark mode contrast is too low on the settings screen.,Technical / App crash,P3,en,app
T1090,"Mera order nahi aaya, tracking 4 din se same hai. bahut zaruri hai bhai.",Product / Order / Delivery,P2,hinglish,email
T1091,ऑर्डर 21892 डिलीवर्ड दिखाया गया लेकिन सामान नहीं आया। पैसे कट चुके हैं।,Product / Order / Delivery,P1,hi,email
T1092,Delivery slot Saturday kar sakte ho kya order 70199 ka?,Product / Order / Delivery,P3,hinglish,email
T1093,Could you add Hindi language to the help centre articles? waiting since morning.,Feedback / General,P3,en,app
T1094,Could you add Hindi language to the help centre articles?,Feedback / General,P3,en,web
T1095,पेमेंट स्क्रीन पर ऐप हैंग हो जाती है।,Technical / App crash,P2,hi,email
T1096,"फेक कॉल आ रही है, OTP मांग रहे हैं आपके नाम से। धोखाधड़ी है।",Abuse / Safety / Fraud,P1,hi,app
T1097,ऐप खुलते ही क्रैश हो जाती है। बिल्कुल काम नहीं कर रही। यह बहुत जरूरी है।,Technical / App crash,P1,hi,web
T1098,Checkout page spins forever on Android 14. Order cannot be placed. waiting since morning.,Technical / App crash,P2,en,app
T1099,Checkout pe app hang ho jati hai Android pe. customer id C36832.,Technical / App crash,P2,hinglish,app
T1100,ऑर्डर 72717 डिलीवर्ड दिखाया गया लेकिन सामान नहीं आया। पैसे कट चुके हैं। कृपया जल्दी जवाब दें।,Product / Order / Delivery,P1,hi,web
T1101,ऐप खुलते ही क्रैश हो जाती है। बिल्कुल काम नहीं कर रही। ग्राहक आईडी C99158। pls,Technical / App crash,P1,hi,web
T1102,App crashes on launch since the last update. Completely unusable.,Technical / App crash,P1,en,web
T1103,App crashes on launch since the last update. Completely unusable. Need update today.,Technical / App crash,P1,en,whatsapp
T1104,How do I download GST invoice for order 20508? Ticket for order follow-up.,Billing & Payments,P3,en,app
T1105,"Thanks, the refund for invoice 31596 arrived. Just confirming. Need update today.",Billing & Payments,P4,en,whatsapp
T1106,बिल भरने पर पेमेंट फेल हो गया लेकिन पैसे कट गए। TXN36772 चेक करें। ग्राहक आईडी C36772।,Billing & Payments,P2,hi,email
T1107,Dark mode contrast is too low on the settings screen.,Technical / App crash,P3,en,app
T1108,Cannot login after KYC update. OTP never arrives. Please help.,Account / KYC / Login,P2,en,email
T1109,"Seller off-app payment maang raha hai, scam lag raha hai.",Abuse / Safety / Fraud,P2,hinglish,web
T1110,The new search is nicer. Small suggestion: remember last filter.,Technical / App crash,P4,en,email
T1111,नया डैशबोर्ड अच्छा लगा। धन्यवाद। ग्राहक आईडी C50172।,Feedback / General,P4,hi,web
T1112,Cannot login after KYC update. OTP never arrives. waiting since morning.,Account / KYC / Login,P2,en,email
T1113,Can I change the delivery slot for order 31075 to Saturday? Ticket for order follow-up.,Product / Order / Delivery,P3,en,email
T1114,पिछले बिल में अतिरिक्त शुल्क ₹499 क्यों लगाया गया? यह बहुत जरूरी है।,Billing & Payments,P3,hi,email
T1115,App crashes on launch since the last update. Completely unusable. Ticket for order follow-up.,Technical / App crash,P1,en,app
T1116,ऑर्डर 51542 चार दिन से अटका हुआ है। कृपया जल्दी जवाब दें।,Product / Order / Delivery,P2,hi,email
T1117,"App open karte hi crash ho rahi hai, kuch kaam nahi ho raha. kripya jaldi reply do.",Technical / App crash,P1,hinglish,whatsapp
T1118,I want to report spam messages in the in-app inbox. waiting since morning.,Abuse / Safety / Fraud,P3,en,web
T1119,ऑर्डर 48739 डिलीवर्ड दिखाया गया लेकिन सामान नहीं आया। पैसे कट चुके हैं। ग्राहक आईडी C48739।,Product / Order / Delivery,P1,hi,email
T1120,सेलर ऐप के बाहर पेमेंट मांग रहा है। फ्रॉड लग रहा है। ग्राहक आईडी C84086।,Abuse / Safety / Fraud,P2,hi,whatsapp
T1121,नया डैशबोर्ड अच्छा लगा। धन्यवाद।,Feedback / General,P4,hi,app
T1122,"Kisi aur ne mera account hack kar liya hai, turant band karo.",Account / KYC / Login,P1,hinglish,web
T1123,I cannot pay my bill. Card is declined every time I try checkout. Customer id C89711.,Billing & Payments,P2,en,web
T1124,"Mera payment do baar kat gaya hai aur service abhi bhi down hai, jaldi refund do.",Billing & Payments,P1,hinglish,app
T1125,ऐप खुलते ही क्रैश हो जाती है। बिल्कुल काम नहीं कर रही।,Technical / App crash,P1,hi,app
T1126,हेल्प सेंटर में हिंदी लेख जोड़िए।,Feedback / General,P3,hi,whatsapp
T1127,"लॉगिन नहीं हो रहा, OTP नहीं आ रहा है। यह बहुत जरूरी है।",Account / KYC / Login,P2,hi,web
T1128,PAN upload keeps failing and I am locked out of the dashboard. Customer id C68402.,Account / KYC / Login,P2,en,whatsapp
T1129,A user threatened me in chat and shared my address. Unsafe. Raised via app chat.,Abuse / Safety / Fraud,P1,en,whatsapp
T1130,Phishing SMS used your brand. They asked for OTP. Please investigate. Need update today.,Abuse / Safety / Fraud,P1,en,web
T1131,Dark mode contrast is too low on the settings screen. Need update today.,Technical / App crash,P3,en,whatsapp
T1132,How do I download GST invoice for order 10867? Raised via app chat.,Billing & Payments,P3,en,whatsapp
T1133,Delivery slot Saturday kar sakte ho kya order 84437 ka? bahut zaruri hai bhai.,Product / Order / Delivery,P3,hinglish,whatsapp
T1134,Cannot login after KYC update. OTP never arrives. Please help.,Account / KYC / Login,P2,en,web
T1135,"Seller off-app payment maang raha hai, scam lag raha hai.",Abuse / Safety / Fraud,P2,hinglish,whatsapp
T1136,"Last bill me extra ₹499 kyun add kiya, samjhao. bahut zaruri hai bhai.",Billing & Payments,P3,hinglish,whatsapp
T1137,FYI I updated my billing address. No issue otherwise.,Billing & Payments,P4,en,email
T1138,"Charged ₹2,050 but the service is completely down. Need an immediate refund.",Billing & Payments,P1,en,app
T1139,Order 57416 is 4 days late. Tracking has not moved.,Product / Order / Delivery,P2,en,whatsapp
T1140,"Mera order nahi aaya, tracking 4 din se same hai.",Product / Order / Delivery,P2,hinglish,app
T1141,Love the new dashboard. Keep it up. Please help.,Feedback / General,P4,en,whatsapp
T1142,Just saying thanks to the support agent who helped yesterday. Ticket for order follow-up. pls,Feedback / General,P4,en,whatsapp
T1143,Order 56659 arrived in good condition. Thank you. Raised via app chat.,Product / Order / Delivery,P4,en,app
T1144,ऐप खुलते ही क्रैश हो जाती है। बिल्कुल काम नहीं कर रही। यह बहुत जरूरी है।,Technical / App crash,P1,hi,email
T1145,"App open karte hi crash ho rahi hai, kuch kaam nahi ho raha. customer id C52284.",Technical / App crash,P1,hinglish,web
T1146,"Thanks, the refund for invoice 80047 arrived. Just confirming. Ticket for order follow-up. ok",Billing & Payments,P4,en,web
T1147,"लॉगिन नहीं हो रहा, OTP नहीं आ रहा है। ग्राहक आईडी C73556।",Account / KYC / Login,P2,hi,email
T1148,"Thanks, the refund for invoice 38557 arrived. Just confirming. Customer id C38557.",Billing & Payments,P4,en,app
T1149,"Login nahi ho raha, OTP nahi aa raha hai. kripya jaldi reply do.",Account / KYC / Login,P2,hinglish,app
T1150,Dark mode contrast is too low on the settings screen. waiting since morning.,Technical / App crash,P3,en,whatsapp
T1151,Just saying thanks to the support agent who helped yesterday. Ticket for order follow-up.,Feedback / General,P4,en,app
T1152,A user threatened me in chat and shared my address. Unsafe. Ticket for order follow-up.,Abuse / Safety / Fraud,P1,en,email
T1153,"Mera order nahi aaya, tracking 4 din se same hai. bahut zaruri hai bhai.",Product / Order / Delivery,P2,hinglish,app
T1154,Registered number kaise change karein profile me? kripya jaldi reply do.,Account / KYC / Login,P3,hinglish,whatsapp
T1155,UPI payment failed yet ₹499 left my bank. Transaction id TXN35736. Please help.,Billing & Payments,P2,en,app
T1156,Dark mode contrast is too low on the settings screen. Please help. ??,Technical / App crash,P3,en,app
T1157,"फेक कॉल आ रही है, OTP मांग रहे हैं आपके नाम से। धोखाधड़ी है।",Abuse / Safety / Fraud,P1,hi,email
T1158,ऑर्डर 56076 चार दिन से अटका हुआ है। यह बहुत जरूरी है।,Product / Order / Delivery,P2,hi,web
T1159,Help centre me Hindi articles add karo please. customer id C85989.,Feedback / General,P3,hinglish,email
T1160,ऐप खुलते ही क्रैश हो जाती है। बिल्कुल काम नहीं कर रही। यह बहुत जरूरी है।,Technical / App crash,P1,hi,app
T1161,पेमेंट स्क्रीन पर ऐप हैंग हो जाती है। ग्राहक आईडी C38442।,Technical / App crash,P2,hi,app
T1162,Phishing SMS used your brand. They asked for OTP. Please investigate.,Abuse / Safety / Fraud,P1,en,email
T1163,App crashes on launch since the last update. Completely unusable. Ticket for order follow-up.,Technical / App crash,P1,en,whatsapp
T1164,Registered number kaise change karein profile me?,Account / KYC / Login,P3,hinglish,web
T1165,FYI I updated my billing address. No issue otherwise. Ticket for order follow-up.,Billing & Payments,P4,en,web
T1166,Delivery slot Saturday kar sakte ho kya order 47784 ka? kripya jaldi reply do.,Product / Order / Delivery,P3,hinglish,app
T1167,प्रोफाइल पर मोबाइल नंबर कैसे बदलें?,Account / KYC / Login,P3,hi,whatsapp
T1168,"Last bill me extra ₹89 kyun add kiya, samjhao. customer id C82602.",Billing & Payments,P3,hinglish,whatsapp
T1169,"Mera payment do baar kat gaya hai aur service abhi bhi down hai, jaldi refund do. customer id C19123.",Billing & Payments,P1,hinglish,whatsapp
T1170,"Order 23785 delivered dikha raha hai lekin saman nahi aaya, payment kat gaya.",Product / Order / Delivery,P1,hinglish,app
T1171,FYI I updated my billing address. No issue otherwise.,Billing & Payments,P4,en,app
T1172,A user threatened me in chat and shared my address. Unsafe. waiting since morning.,Abuse / Safety / Fraud,P1,en,web
T1173,"Mera payment do baar kat gaya hai aur service abhi bhi down hai, jaldi refund do. kripya jaldi reply do.",Billing & Payments,P1,hinglish,whatsapp
T1174,Phishing SMS used your brand. They asked for OTP. Please investigate. Raised via app chat.,Abuse / Safety / Fraud,P1,en,whatsapp
T1175,मेरे अकाउंट में कोई और लॉगिन कर रहा है। तुरंत बंद करें।,Account / KYC / Login,P1,hi,email
T1176,I want to report spam messages in the in-app inbox. Need update today.,Abuse / Safety / Fraud,P3,en,whatsapp
T1177,"Last bill me extra ₹1,299 kyun add kiya, samjhao. kripya jaldi reply do.",Billing & Payments,P3,hinglish,app
T1178,"Seller off-app payment maang raha hai, scam lag raha hai. kripya jaldi reply do.",Abuse / Safety / Fraud,P2,hinglish,whatsapp
T1179,Order 99024 is 4 days late. Tracking has not moved. Ticket for order follow-up.,Product / Order / Delivery,P2,en,app
T1180,Seller listing looks fake. They asked me to pay off-app.,Abuse / Safety / Fraud,P2,en,whatsapp
T1181,The new search is nicer. Small suggestion: remember last filter. waiting since morning.,Technical / App crash,P4,en,app
T1182,Help centre me Hindi articles add karo please. kripya jaldi reply do.,Feedback / General,P3,hinglish,web
T1183,Love the new dashboard. Keep it up. !!!,Feedback / General,P4,en,web
T1184,Just saying thanks to the support agent who helped yesterday.,Feedback / General,P4,en,whatsapp
T1185,The new search is nicer. Small suggestion: remember last filter.,Technical / App crash,P4,en,email
T1186,ऐप खुलते ही क्रैश हो जाती है। बिल्कुल काम नहीं कर रही। ग्राहक आईडी C17305।,Technical / App crash,P1,hi,whatsapp
T1187,Can I change the delivery slot for order 98668 to Saturday? Raised via app chat.,Product / Order / Delivery,P3,en,app
T1188,Paid order 15913 marked delivered but nothing arrived. This is urgent. waiting since morning.,Product / Order / Delivery,P1,en,app
T1189,Seller listing looks fake. They asked me to pay off-app.,Abuse / Safety / Fraud,P2,en,web
T1190,मेरे अकाउंट में कोई और लॉगिन कर रहा है। तुरंत बंद करें। यह बहुत जरूरी है।,Account / KYC / Login,P1,hi,email
T1191,"Refund aa gaya bhai, shukriya. Bas confirm kar raha hoon.",Billing & Payments,P4,hinglish,app
T1192,Could you add Hindi language to the help centre articles? waiting since morning.,Feedback / General,P3,en,web
T1193,UPI payment failed yet ₹89 left my bank. Transaction id TXN70412.,Billing & Payments,P2,en,whatsapp
T1194,Paid order 12914 marked delivered but nothing arrived. This is urgent.,Product / Order / Delivery,P1,en,web
T1195,"Settings page slow hai, 5 second lagata hai load hone me. kripya jaldi reply do.",Technical / App crash,P3,hinglish,email
T1196,"KYC approved, thanks for the quick help. Ticket for order follow-up.",Account / KYC / Login,P4,en,web
T1197,Registered number kaise change karein profile me? kripya jaldi reply do.,Account / KYC / Login,P3,hinglish,email
T1198,Cannot login after KYC update. OTP never arrives. Raised via app chat.,Account / KYC / Login,P2,en,whatsapp
T1199,सेलर ऐप के बाहर पेमेंट मांग रहा है। फ्रॉड लग रहा है।,Abuse / Safety / Fraud,P2,hi,web
T1200,I did not request this password reset. Possible account takeover.,Account / KYC / Login,P1,en,app
